116081130	"European Communities (EC)"
116081167	"European Communities (EC)"
116081203	"European Communities (EC)"
116081239	"European Communities (EC)"
116081276	"European Communities (EC)"
116081312	"European Communities (EC)"
116081348	"European Communities (EC)"
116081385	"European Communities (EC)"
116081422	"European Communities (EC)"
116081459	"European Communities (EC)"
116081497	"European Communities (EC)"
116081533	"European Communities (EC)"
116081569	"European Communities (EC)"
116081605	"European Communities (EC)"
116081642	"European Communities (EC)"
116081679	"European Communities (EC)"
116081716	"European Communities (EC)"
116081753	"European Communities (EC)"
116081790	"European Communities (EC)"
116081827	"European Communities (EC)"
116081864	"European Communities (EC)"
116081900	"European Communities (EC)"
116081937	"European Communities (EC)"
116081974	"European Communities (EC)"
116082010	"European Communities (EC)"
116082046	"European Communities (EC)"
116082082	"European Communities (EC)"
116082119	"European Communities (EC)"
116082155	"European Communities (EC)"
116082192	"European Communities (EC)"
116082229	"European Communities (EC)"
116082266	"European Communities (EC)"
116082302	"European Communities (EC)"
116082339	"European Communities (EC)"
116082375	"European Communities (EC)"
116082412	"European Communities (EC)"
116082449	"European Communities (EC)"
116082487	"European Communities (EC)"
116082523	"European Communities (EC)"
116082559	"European Communities (EC)"
116082596	"European Communities (EC)"
116082633	"European Communities (EC)"
116082670	"European Communities (EC)"
116082706	"European Communities (EC)"
116082742	"European Communities (EC)"
116082778	"European Communities (EC)"
116082810	"European Communities (EC)"
116082842	"European Communities (EC)"
116082878	"European Communities (EC)"
116082914	"European Communities (EC)"
116082950	"European Communities (EC)"
116082987	"European Communities (EC)"
116083023	"European Communities (EC)"
116083059	"European Communities (EC)"
116083095	"European Communities (EC)"
116083132	"European Communities (EC)"
116083170	"European Communities (EC)"
116083207	"European Communities (EC)"
116083243	"European Communities (EC)"
116083280	"European Communities (EC)"
116083316	"European Communities (EC)"
116083352	"European Communities (EC)"
116083388	"European Communities (EC)"
116083424	"European Communities (EC)"
116083460	"European Communities (EC)"
116083497	"European Communities (EC)"
116083534	"European Communities (EC)"
116083571	"European Communities (EC)"
116083608	"European Communities (EC)"
116083646	"European Communities (EC)"
116083683	"European Communities (EC)"
116083720	"European Communities (EC)"
116083757	"European Communities (EC)"
116083793	"European Communities (EC)"
116083829	"European Communities (EC)"
116083866	"European Communities (EC)"
116083903	"European Communities (EC)"
116083940	"European Communities (EC)"
116083977	"European Communities (EC)"
116084014	"European Communities (EC)"
116084046	"European Communities (EC)"
116084078	"European Communities (EC)"
116084110	"European Communities (EC)"
116084142	"European Communities (EC)"
116084174	"European Communities (EC)"
116084206	"European Communities (EC)"
116084238	"European Communities (EC)"
116084270	"European Communities (EC)"
116084302	"European Communities (EC)"
116084334	"European Communities (EC)"
116084366	"European Communities (EC)"
116084403	"European Communities (EC)"
116084439	"European Communities (EC)"
116084475	"European Communities (EC)"
116084511	"European Communities (EC)"
116084547	"European Communities (EC)"
116084584	"European Communities (EC)"
116084621	"European Communities (EC)"
116084657	"European Communities (EC)"
116084694	"European Communities (EC)"
116084731	"European Communities (EC)"
116084767	"European Communities (EC)"
116084804	"European Communities (EC)"
116084840	"European Communities (EC)"
116084877	"European Communities (EC)"
116084914	"European Communities (EC)"
116084950	"European Communities (EC)"
116084987	"European Communities (EC)"
116085024	"European Communities (EC)"
116085061	"European Communities (EC)"
116085098	"European Communities (EC)"
116085135	"European Communities (EC)"
116085172	"European Communities (EC)"
116085208	"European Communities (EC)"
116085244	"European Communities (EC)"
116085280	"European Communities (EC)"
116085317	"European Communities (EC)"
116085354	"European Communities (EC)"
116085390	"European Communities (EC)"
116085427	"European Communities (EC)"
116085463	"European Communities (EC)"
116085500	"European Communities (EC)"
116085537	"European Communities (EC)"
116085574	"European Communities (EC)"
116085610	"European Communities (EC)"
116085647	"European Communities (EC)"
116085684	"European Communities (EC)"
116085721	"European Communities (EC)"
116085757	"European Communities (EC)"
116085794	"European Communities (EC)"
116085831	"European Communities (EC)"
116085868	"European Communities (EC)"
116085905	"European Communities (EC)"
116085942	"European Communities (EC)"
116085979	"European Communities (EC)"
116086016	"European Communities (EC)"
116086053	"European Communities (EC)"
116086091	"European Communities (EC)"
116086128	"European Communities (EC)"
116086165	"European Communities (EC)"
116086202	"European Communities (EC)"
116086238	"European Communities (EC)"
116086275	"European Communities (EC)"
116086312	"European Communities (EC)"
116086348	"European Communities (EC)"
116086385	"European Communities (EC)"
116086422	"European Communities (EC)"
116086459	"European Communities (EC)"
116086496	"European Communities (EC)"
116086532	"European Communities (EC)"
116086568	"European Communities (EC)"
116086605	"European Communities (EC)"
116086643	"European Communities (EC)"
116086680	"European Communities (EC)"
116086717	"European Communities (EC)"
116086755	"European Communities (EC)"
116086792	"European Communities (EC)"
116086830	"European Communities (EC)"
116086868	"European Communities (EC)"
116086905	"European Communities (EC)"
116086942	"European Communities (EC)"
116086979	"European Communities (EC)"
116087016	"European Communities (EC)"
116087053	"European Communities (EC)"
116087090	"European Communities (EC)"
116087126	"European Communities (EC)"
116087163	"European Communities (EC)"
116087199	"European Communities (EC)"
116087236	"European Communities (EC)"
116087273	"European Communities (EC)"
116087310	"European Communities (EC)"
116087346	"European Communities (EC)"
116087382	"European Communities (EC)"
116087419	"European Communities (EC)"
116087456	"European Communities (EC)"
116087493	"European Communities (EC)"
116087529	"European Communities (EC)"
116087566	"European Communities (EC)"
116087603	"European Communities (EC)"
116087640	"European Communities (EC)"
116087676	"European Communities (EC)"
116087713	"European Communities (EC)"
116087749	"European Communities (EC)"
116087785	"European Communities (EC)"
116087821	"European Communities (EC)"
116087857	"European Communities (EC)"
116087894	"European Communities (EC)"
116087931	"European Communities (EC)"
116087968	"European Communities (EC)"
116088004	"European Communities (EC)"
116088040	"European Communities (EC)"
116088076	"European Communities (EC)"
116088113	"European Communities (EC)"
116088149	"European Communities (EC)"
116088185	"European Communities (EC)"
116088223	"European Communities (EC)"
116088260	"European Communities (EC)"
116088297	"European Communities (EC)"
116088334	"European Communities (EC)"
116088371	"European Communities (EC)"
116088408	"European Communities (EC)"
116088444	"European Communities (EC)"
116088481	"European Communities (EC)"
116088517	"European Communities (EC)"
116088553	"European Communities (EC)"
116088589	"European Communities (EC)"
116088625	"European Communities (EC)"
116088661	"European Communities (EC)"
116088697	"European Communities (EC)"
116088734	"European Communities (EC)"
116088771	"European Communities (EC)"
116088807	"European Communities (EC)"
116088843	"European Communities (EC)"
116088880	"European Communities (EC)"
116088917	"European Communities (EC)"
116088954	"European Communities (EC)"
116088991	"European Communities (EC)"
116089028	"European Communities (EC)"
116089064	"European Communities (EC)"
116089101	"European Communities (EC)"
116089138	"European Communities (EC)"
116089178	"European Communities (EC)"
116089214	"European Communities (EC)"
116089251	"European Communities (EC)"
116089287	"European Communities (EC)"
116089323	"European Communities (EC)"
116089360	"European Communities (EC)"
116089396	"European Communities (EC)"
116089432	"European Communities (EC)"
116089469	"European Communities (EC)"
116089505	"European Communities (EC)"
116089542	"European Communities (EC)"
116089578	"European Communities (EC)"
116089614	"European Communities (EC)"
116089650	"European Communities (EC)"
116089687	"European Communities (EC)"
116089723	"European Communities (EC)"
116089760	"European Communities (EC)"
116089797	"European Communities (EC)"
116089833	"European Communities (EC)"
116089869	"European Communities (EC)"
116089905	"European Communities (EC)"
116089941	"European Communities (EC)"
116089978	"European Communities (EC)"
116090014	"European Communities (EC)"
116090051	"European Communities (EC)"
116090088	"European Communities (EC)"
116090125	"European Communities (EC)"
116090162	"European Communities (EC)"
116090199	"European Communities (EC)"
116090236	"European Communities (EC)"
116090273	"European Communities (EC)"
116090309	"European Communities (EC)"
116090346	"European Communities (EC)"
116090384	"European Communities (EC)"
116090420	"European Communities (EC)"
116090457	"European Communities (EC)"
116090494	"European Communities (EC)"
116090531	"European Communities (EC)"
116090568	"European Communities (EC)"
116090606	"European Communities (EC)"
116090643	"European Communities (EC)"
116090679	"European Communities (EC)"
116090717	"European Communities (EC)"
116090754	"European Communities (EC)"
116090790	"European Communities (EC)"
116090828	"European Communities (EC)"
116090865	"European Communities (EC)"
116090903	"European Communities (EC)"
116090939	"European Communities (EC)"
116090975	"European Communities (EC)"
116091012	"European Communities (EC)"
116091048	"European Communities (EC)"
116091084	"European Communities (EC)"
116091120	"European Communities (EC)"
116091157	"European Communities (EC)"
116091193	"European Communities (EC)"
116091232	"European Communities (EC)"
116091270	"European Communities (EC)"
116091306	"European Communities (EC)"
116091342	"European Communities (EC)"
116091378	"European Communities (EC)"
116091414	"European Communities (EC)"
116091450	"European Communities (EC)"
116091486	"European Communities (EC)"
