id	geonames_id	name	lat	lng	featureClass	featureCode	is_mention	is_focus	focus_level	focus_score
40127	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	0	1	countries	1
40127	2372248	"Republic of Guinea-Bissau"	12	-15	A	PCLI	1	0	NA	NA
94494	230893	Kitgum	3.27833	32.88667	P	PPLA2	0	1	cities	"3"""
94494	230893	Kitgum	3.27833	32.88667	P	PPLA2	1	0	NA	NA
90570	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
90570	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
55058	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
55058	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	2
55058	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
42214	2286304	Korhogo	9.45803	-5.62961	P	PPLA	0	1	cities	"2"""
42214	2286304	Korhogo	9.45803	-5.62961	P	PPLA	1	0	NA	NA
19740	217695	Bunia	1.55941	30.25224	P	PPL	0	1	cities	"1"""
19740	217695	Bunia	1.55941	30.25224	P	PPL	1	0	NA	NA
19740	6255146	Africa	7.1881	21.09375	L	CONT	1	0	NA	NA
30338	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
30338	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
64231	2319133	Warri	5.51667	5.75	P	PPL	0	1	cities	"3"""
64231	2319133	Warri	5.51667	5.75	P	PPL	1	0	NA	NA
66663	6046542	"Lac Vierge"	50.78722	-66.96944	H	LK	1	0	NA	NA
66663	6115047	Québec	52.00017	-71.99907	A	ADM1	0	1	states	"1"""
2657	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	2
2657	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
91578	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
91578	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
43867	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	0	1	countries	1
43867	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	1	0	NA	NA
66632	216281	Goma	-1.67409	29.22845	P	PPLA	0	1	cities	"1"""
66632	216281	Goma	-1.67409	29.22845	P	PPLA	1	0	NA	NA
58255	2440476	"Republic of Niger"	18	9	A	PCLI	0	1	countries	1
58255	2440476	"Republic of Niger"	18	9	A	PCLI	1	0	NA	NA
23535	206938	"Province du Nord-Kivu"	-0.66667	28.75	A	ADM1	0	1	states	"2"""
23535	206938	"Province du Nord-Kivu"	-0.66667	28.75	A	ADM1	1	0	NA	NA
5156	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
5156	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
87031	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
87031	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
49245	2460596	Bamako	12.65	-8	P	PPLC	0	1	cities	"2"""
49245	2460596	Bamako	12.65	-8	P	PPLC	1	0	NA	NA
716	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	0	1	countries	1
716	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	1	0	NA	NA
67842	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
67842	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
30936	390903	"Hellenic Republic"	39	22	A	PCLI	0	1	countries	1
30936	390903	"Hellenic Republic"	39	22	A	PCLI	1	0	NA	NA
18539	204330	Walungu	-2.6214	28.66946	P	PPL	1	0	NA	NA
18539	206938	"Province du Nord-Kivu"	-0.66667	28.75	A	ADM1	1	0	NA	NA
18539	207068	Niangara	3.6927	27.87423	P	PPL	1	0	NA	NA
18539	215002	Kalehe	-2.10399	28.91879	P	PPL	0	1	cities	"2"""
18539	215002	Kalehe	-2.10399	28.91879	P	PPL	1	0	NA	NA
84212	5023853	Darfur	44.05135	-94.83804	P	PPL	0	1	cities	"2"""
84212	5023853	Darfur	44.05135	-94.83804	P	PPL	1	0	NA	NA
83000	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
83000	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
86378	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	1
86378	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
70671	202243	Gihembe	-1.86667	29.7	L	LCTY	1	0	NA	NA
70671	428772	Kiziba	-3.03251	29.60992	P	PPL	0	1	cities	"2"""
70671	428772	Kiziba	-3.03251	29.60992	P	PPL	1	0	NA	NA
70671	6413341	"Southern Province"	-2.33333	29.66667	A	ADM1	0	1	states	"2"""
62606	2332459	Lagos	6.45407	3.39467	P	PPLA2	0	1	cities	"1"""
62606	2332459	Lagos	6.45407	3.39467	P	PPLA2	1	0	NA	NA
16830	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	0	1	cities	"3"""
16830	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	1	0	NA	NA
1161	2488831	"Wilaya de Médéa"	36.08333	3	A	ADM1	0	1	states	"1"""
1161	2503085	Bougzoul	35.69971	2.84779	S	RSTN	1	0	NA	NA
85325	2522430	Adra	36.74961	-3.02055	P	PPLA3	0	1	cities	"1"""
85325	2522430	Adra	36.74961	-3.02055	P	PPLA3	1	0	NA	NA
85325	675290	Jebel	45.55556	21.21361	P	PPLA2	0	1	cities	"1"""
85325	675290	Jebel	45.55556	21.21361	P	PPLA2	1	0	NA	NA
41711	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	0	1	countries	1
41711	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
18543	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
18543	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	0	1	cities	"5"""
18543	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	1	0	NA	NA
18543	7731969	Lukaya	-5.17212	15.56972	A	ADM2	1	0	NA	NA
81935	51537	Somalia	6	48	A	PCLI	0	1	countries	2
81935	51537	Somalia	6	48	A	PCLI	1	0	NA	NA
3714	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	2
3714	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
90234	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
90234	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
87125	3017382	"Republic of France"	46	2	A	PCLI	0	1	countries	2
87125	3017382	"Republic of France"	46	2	A	PCLI	1	0	NA	NA
84488	2427336	Moussoro	13.64143	16.48941	P	PPLA	0	1	cities	"1"""
84488	2427336	Moussoro	13.64143	16.48941	P	PPLA	1	0	NA	NA
44066	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	0	1	countries	1
44066	932692	"Kingdom of Lesotho"	-29.5	28.25	A	PCLI	1	0	NA	NA
49078	2460596	Bamako	12.65	-8	P	PPLC	0	1	cities	"2"""
49078	2460596	Bamako	12.65	-8	P	PPLC	1	0	NA	NA
75877	2253354	Dakar	14.6937	-17.44406	P	PPLC	0	1	cities	"1"""
75877	2253354	Dakar	14.6937	-17.44406	P	PPLC	1	0	NA	NA
62555	2335204	Kano	12.00012	8.51672	P	PPLA	0	1	cities	"2"""
62555	2335204	Kano	12.00012	8.51672	P	PPLA	1	0	NA	NA
87309	3144096	"Kingdom of Norway"	62	10	A	PCLI	0	1	countries	3
87309	3144096	"Kingdom of Norway"	62	10	A	PCLI	1	0	NA	NA
67158	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	2
67158	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
61410	2347470	Bauchi	10.31344	9.84327	P	PPLA	0	1	cities	"3"""
61410	2347470	Bauchi	10.31344	9.84327	P	PPLA	1	0	NA	NA
63100	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	3
63100	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
15942	216281	Goma	-1.67409	29.22845	P	PPLA	0	1	cities	"1"""
15942	216281	Goma	-1.67409	29.22845	P	PPLA	1	0	NA	NA
91071	228243	"Namanve Station"	0.35	32.66667	S	RSTN	1	0	NA	NA
91071	234594	"Central Region"	0.5	32	A	ADM1	0	1	states	"1"""
16677	216661	"Province de l’Équateur"	1	20.5	A	ADM1	0	1	states	"3"""
16677	2317284	Basankusu	1.23333	19.8	A	ADM3	1	0	NA	NA
27647	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
27647	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
69742	203112	Butare	-2.59667	29.73944	P	PPL	0	1	cities	"2"""
69742	203112	Butare	-2.59667	29.73944	P	PPL	1	0	NA	NA
69742	8260080	"National University of Rwanda"	-2.61611	29.74278	S	UNIV	1	0	NA	NA
17509	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	0	1	cities	"2"""
17509	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	1	0	NA	NA
12815	2434508	"Republic of Chad"	15	19	A	PCLI	0	1	countries	2
12815	2434508	"Republic of Chad"	15	19	A	PCLI	1	0	NA	NA
91496	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
91496	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
14683	2427123	N'Djamena	12.10672	15.0444	P	PPLC	0	1	cities	"1"""
14683	2427123	N'Djamena	12.10672	15.0444	P	PPLC	1	0	NA	NA
73971	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	3
73971	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
21617	217831	Bukavu	-2.49077	28.84281	P	PPLA	0	1	cities	"1"""
21617	217831	Bukavu	-2.49077	28.84281	P	PPLA	1	0	NA	NA
21617	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	0	1	cities	"1"""
21617	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	1	0	NA	NA
30263	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	3
30263	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
53140	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	0	1	countries	3
53140	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
53140	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
95786	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
95786	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
62381	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	1
62381	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
62381	2963597	Ireland	53	-8	A	PCLI	0	1	countries	"1"""
62381	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
1354	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	0	1	countries	1
1354	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	1	0	NA	NA
23422	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	3
23422	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
97942	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
97942	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
61546	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	2
61546	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
30458	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	2
30458	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
59010	2448085	Agadez	16.97333	7.99111	P	PPLA	0	1	cities	"3"""
59010	2448085	Agadez	16.97333	7.99111	P	PPLA	1	0	NA	NA
54153	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	0	1	countries	1
54153	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
93188	232422	Kampala	0.31628	32.58219	P	PPLC	0	1	cities	"2"""
93188	232422	Kampala	0.31628	32.58219	P	PPLC	1	0	NA	NA
20079	212730	Kisangani	0.51528	25.19099	P	PPLA	0	1	cities	"2"""
20079	212730	Kisangani	0.51528	25.19099	P	PPLA	1	0	NA	NA
73927	2249782	Kolda	12.88333	-14.95	P	PPLA	0	1	cities	"1"""
73927	2249782	Kolda	12.88333	-14.95	P	PPLA	1	0	NA	NA
55449	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	0	1	countries	1
55449	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	1	0	NA	NA
780	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	0	1	countries	3
780	2921044	"Federal Republic of Germany"	51.5	10.5	A	PCLI	1	0	NA	NA
33511	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
33511	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
20514	206938	"Province du Nord-Kivu"	-0.66667	28.75	A	ADM1	0	1	states	"1"""
20514	206938	"Province du Nord-Kivu"	-0.66667	28.75	A	ADM1	1	0	NA	NA
20514	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	0	1	cities	"1"""
20514	2314302	Kinshasa	-4.32758	15.31357	P	PPLC	1	0	NA	NA
20514	2314705	Kikwit	-5.04098	18.81619	P	PPL	0	1	cities	"1"""
20514	2314705	Kikwit	-5.04098	18.81619	P	PPL	1	0	NA	NA
8873	2963597	Ireland	53	-8	A	PCLI	0	1	countries	3
8873	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
76604	2253354	Dakar	14.6937	-17.44406	P	PPLC	0	1	cities	"1"""
76604	2253354	Dakar	14.6937	-17.44406	P	PPLC	1	0	NA	NA
20636	217831	Bukavu	-2.49077	28.84281	P	PPLA	0	1	cities	"1"""
20636	217831	Bukavu	-2.49077	28.84281	P	PPLA	1	0	NA	NA
33854	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	0	1	countries	2
33854	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
33854	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	"2"""
33854	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
68310	3175121	L'Aquila	42.35055	13.39954	P	PPLA	0	1	cities	"1"""
68310	3175121	L'Aquila	42.35055	13.39954	P	PPLA	1	0	NA	NA
68310	5206379	Pittsburgh	40.44062	-79.99589	P	PPLA2	0	1	cities	"1"""
68310	5206379	Pittsburgh	40.44062	-79.99589	P	PPLA2	1	0	NA	NA
88905	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
88905	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
69030	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
69030	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
65917	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	3
65917	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
75441	2246842	Palmarin	14.01667	-16.76667	P	PPL	0	1	cities	"1"""
75441	2246842	Palmarin	14.01667	-16.76667	P	PPL	1	0	NA	NA
63037	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	2
63037	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
19377	205413	"South Kivu Province"	-3.16667	28.25	A	ADM1	0	1	states	"1"""
19377	205413	"South Kivu Province"	-3.16667	28.25	A	ADM1	1	0	NA	NA
46027	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
46027	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
5272	2240449	Luanda	-8.83682	13.23432	P	PPLC	0	1	cities	"1"""
5272	2240449	Luanda	-8.83682	13.23432	P	PPLC	1	0	NA	NA
80044	1605651	"Kingdom of Thailand"	15.5	101	A	PCLI	1	0	NA	NA
80044	51537	Somalia	6	48	A	PCLI	0	1	countries	3
80044	51537	Somalia	6	48	A	PCLI	1	0	NA	NA
51959	2951839	Bavaria	49	11.5	A	ADM1	0	1	states	"2"""
51959	2951839	Bavaria	49	11.5	A	ADM1	1	0	NA	NA
72134	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
72134	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
87909	366755	"Republic of the Sudan"	16	30	A	PCLI	0	1	countries	2
87909	366755	"Republic of the Sudan"	16	30	A	PCLI	1	0	NA	NA
76555	6251999	Canada	60.10867	-113.64258	A	PCLI	0	1	countries	3
76555	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
59531	2441291	Maradi	13.5	7.10174	P	PPLA	0	1	cities	"2"""
59531	2441291	Maradi	13.5	7.10174	P	PPLA	1	0	NA	NA
4070	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	0	1	countries	1
4070	1036973	"Republic of Mozambique"	-18.25	35	A	PCLI	1	0	NA	NA
4070	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	"1"""
4070	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
78882	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	0	1	countries	"2"""
78882	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	1	0	NA	NA
78882	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	0	1	countries	2
78882	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	1	0	NA	NA
78882	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
27926	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
27926	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
71106	203112	Butare	-2.59667	29.73944	P	PPL	0	1	cities	"1"""
71106	203112	Butare	-2.59667	29.73944	P	PPL	1	0	NA	NA
4642	2236967	Soio	-6.1349	12.36894	P	PPL	0	1	cities	"1"""
4642	2236967	Soio	-6.1349	12.36894	P	PPL	1	0	NA	NA
4642	3346015	Sumbe	-11.20605	13.84371	P	PPLA	0	1	cities	"1"""
4642	3346015	Sumbe	-11.20605	13.84371	P	PPLA	1	0	NA	NA
4642	3347019	Namibe	-15.19611	12.15222	P	PPLA	0	1	cities	"1"""
4642	3347019	Namibe	-15.19611	12.15222	P	PPLA	1	0	NA	NA
4642	3347353	Menongue	-14.6585	17.69099	P	PPLA	0	1	cities	"1"""
4642	3347353	Menongue	-14.6585	17.69099	P	PPLA	1	0	NA	NA
69545	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	1
69545	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
46056	2278292	"Bong County"	7	-9.66667	A	ADM1	0	1	states	"1"""
46056	2278292	"Bong County"	7	-9.66667	A	ADM1	1	0	NA	NA
49253	3319178	"Commune de Monaco"	43.73216	7.41981	A	ADM1	0	1	states	"1"""
8048	422210	Bisoro	-4.11805	29.96158	P	PPLL	0	1	cities	"3"""
8048	422210	Bisoro	-4.11805	29.96158	P	PPLL	1	0	NA	NA
4384	3351660	Benguela	-12.85399	13.92825	A	ADM1	0	1	states	"3"""
4384	3351660	Benguela	-12.85399	13.92825	A	ADM1	1	0	NA	NA
14724	239880	"Central African Republic"	7	21	A	PCLI	1	0	NA	NA
14724	2434508	"Republic of Chad"	15	19	A	PCLI	0	1	countries	2
14724	2434508	"Republic of Chad"	15	19	A	PCLI	1	0	NA	NA
11402	239880	"Central African Republic"	7	21	A	PCLI	0	1	countries	1
11402	239880	"Central African Republic"	7	21	A	PCLI	1	0	NA	NA
73204	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	1
73204	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
30673	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	0	1	countries	1
30673	337996	"Federal Democratic Republic of Ethiopia"	9	39.5	A	PCLI	1	0	NA	NA
71736	2988507	Paris	48.85341	2.3488	P	PPLC	0	1	cities	"2"""
71736	2988507	Paris	48.85341	2.3488	P	PPLC	1	0	NA	NA
1272	3905117	"Provincia San Pedro de Totora"	-17.83333	-68.2	A	ADM2	1	0	NA	NA
1272	3909233	"Departamento de Oruro"	-18.66667	-67.5	A	ADM1	0	1	states	"1"""
267	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	0	1	countries	1
267	2589581	"People’s Democratic Republic of Algeria"	28	3	A	PCLI	1	0	NA	NA
70805	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	0	1	countries	1
70805	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
70805	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	"1"""
70805	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
45378	2274895	Monrovia	6.30054	-10.7969	P	PPLC	0	1	cities	"3"""
45378	2274895	Monrovia	6.30054	-10.7969	P	PPLC	1	0	NA	NA
16999	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	1
16999	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
23543	6255146	Africa	7.1881	21.09375	L	CONT	1	0	NA	NA
3092	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
3092	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
72714	2253354	Dakar	14.6937	-17.44406	P	PPLC	0	1	cities	"1"""
72714	2253354	Dakar	14.6937	-17.44406	P	PPLC	1	0	NA	NA
18824	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	3
18824	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
61521	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	0	1	countries	2
61521	2328926	"Federal Republic of Nigeria"	10	8	A	PCLI	1	0	NA	NA
75949	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	0	1	countries	3
75949	1655842	"Lao People’s Democratic Republic"	18	105	A	PCLI	1	0	NA	NA
75949	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
78894	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	0	1	countries	"1"""
78894	2275384	"Republic of Liberia"	6.5	-9.5	A	PCLI	1	0	NA	NA
78894	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	0	1	countries	1
78894	2403846	"Republic of Sierra Leone"	8.5	-11.5	A	PCLI	1	0	NA	NA
48648	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	0	1	cities	"3"""
48648	5647469	"Cut Bank"	48.63304	-112.32616	P	PPLA2	1	0	NA	NA
6022	2241487	Dande	-6.1	15.1	P	PPL	0	1	cities	"1"""
6022	2241487	Dande	-6.1	15.1	P	PPL	1	0	NA	NA
6003	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	3
6003	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
61434	2327546	"Ogun State"	7	3.58333	A	ADM1	0	1	states	"1"""
61434	2327546	"Ogun State"	7	3.58333	A	ADM1	1	0	NA	NA
22394	2260494	"Republic of the Congo"	-1	15.5	A	PCLI	1	0	NA	NA
22394	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
22394	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
48374	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	0	1	countries	1
48374	3351879	"Republic of Angola"	-12.5	18.5	A	PCLI	1	0	NA	NA
86789	282510	Nūbā	31.609	35.03455	P	PPL	0	1	cities	"2"""
86789	282510	Nūbā	31.609	35.03455	P	PPL	1	0	NA	NA
11202	239880	"Central African Republic"	7	21	A	PCLI	0	1	countries	3
11202	239880	"Central African Republic"	7	21	A	PCLI	1	0	NA	NA
11202	6251999	Canada	60.10867	-113.64258	A	PCLI	1	0	NA	NA
55105	149590	"United Republic of Tanzania"	-6	35	A	PCLI	1	0	NA	NA
55105	192950	"Republic of Kenya"	1	38	A	PCLI	0	1	countries	"2"""
55105	192950	"Republic of Kenya"	1	38	A	PCLI	1	0	NA	NA
55105	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	0	1	countries	2
55105	203312	"Democratic Republic of the Congo"	-2.5	23.5	A	PCLI	1	0	NA	NA
55105	2378080	"Islamic Republic of Mauritania"	20.25	-10.5	A	PCLI	1	0	NA	NA
55105	49518	"Republic of Rwanda"	-2	30	A	PCLI	0	1	countries	"2"""
55105	49518	"Republic of Rwanda"	-2	30	A	PCLI	1	0	NA	NA
92555	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	1
92555	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
96317	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	0	1	countries	2
96317	226074	"Republic of Uganda"	1.25	32.5	A	PCLI	1	0	NA	NA
96317	2963597	Ireland	53	-8	A	PCLI	1	0	NA	NA
17080	214784	Kalundu	-8.44864	22.43303	P	PPL	0	1	cities	"1"""
17080	214784	Kalundu	-8.44864	22.43303	P	PPL	1	0	NA	NA
19514	204405	Uvira	-3.39534	29.13779	P	PPL	0	1	cities	"1"""
19514	204405	Uvira	-3.39534	29.13779	P	PPL	1	0	NA	NA
9466	433561	"Republic of Burundi"	-3.5	30	A	PCLI	0	1	countries	1
9466	433561	"Republic of Burundi"	-3.5	30	A	PCLI	1	0	NA	NA
52199	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	0	1	countries	"2"""
52199	2245662	"Republic of Senegal"	14.5	-14.25	A	PCLI	1	0	NA	NA
52199	2453866	"Republic of Mali"	18	-2	A	PCLI	0	1	countries	2
52199	2453866	"Republic of Mali"	18	-2	A	PCLI	1	0	NA	NA
68854	202217	Gitarama	-2.07444	29.75667	P	PPLA2	0	1	cities	"2"""
68854	202217	Gitarama	-2.07444	29.75667	P	PPLA2	1	0	NA	NA
32716	6252001	"United States"	39.76	-98.5	A	PCLI	0	1	countries	1
32716	6252001	"United States"	39.76	-98.5	A	PCLI	1	0	NA	NA
9690	425117	Kinyinya	-3.6581	30.3427	P	PPL	1	0	NA	NA
9690	426700	Ruyigi	-3.47639	30.24861	P	PPLA	0	1	cities	"6"""
9690	426700	Ruyigi	-3.47639	30.24861	P	PPLA	1	0	NA	NA
9690	6535865	Mosso	45.65007	8.13762	P	PPLA3	0	1	cities	"2"""
9690	6535865	Mosso	45.65007	8.13762	P	PPLA3	1	0	NA	NA
50805	2453348	Mopti	14.4843	-4.18296	P	PPLA	0	1	cities	"2"""
50805	2453348	Mopti	14.4843	-4.18296	P	PPLA	1	0	NA	NA
52047	2453866	"Republic of Mali"	18	-2	A	PCLI	0	1	countries	3
52047	2453866	"Republic of Mali"	18	-2	A	PCLI	1	0	NA	NA
9738	423328	Bururi	-3.94877	29.62438	P	PPLA	1	0	NA	NA
